

----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "mainparams_primary".
datafile is
Albania_2000_STRUCTURE.txt
Reading file "extraparams_primary".
Reading file "Albania_2000_STRUCTURE.txt".


Data file "Albania_2000_STRUCTURE.txt" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: CP00019943    2  : 93 170 150 120 100 110 120  . . . . 242
  1: CP00019943    2  : 93 230 160 130 110 140 130  . . . . 302
  2: CP00019945    2  : 60 190 180 130 120 140 132  . . . . 200
  2: CP00019945    2  : 93 200 180 140 120 180 150  . . . . 302

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
169000:    1.00    0.294    0.035      -125764    0 
169100:    1.00    0.165    0.029      -125755    0 
169200:    1.00    0.061    0.033      -125770    0 
169300:    1.00    0.256    0.034      -125757    0 
169400:    1.00    0.012    0.037      -125770    0 
169500:    1.00    0.290    0.034      -125768    0 
169600:    1.00    0.385    0.037      -125767    0 
169700:    1.00    0.231    0.024      -125754    0 
169800:    1.00    0.297    0.028      -125777    0 
169900:    1.00    0.174    0.023      -125764    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
170000:    1.00    0.352    0.029      -125753    0 
170100:    1.00    0.124    0.027      -125789    0 
170200:    1.00    0.562    0.032      -125762    0 
170300:    1.00    0.869    0.030      -125744    0 
170400:    1.00    1.252    0.029      -125777    0 
170500:    1.00    1.366    0.030      -125755    0 
170600:    1.00    1.052    0.027      -125758    0 
170700:    1.00    0.927    0.037      -125747    0 
170800:    1.00    0.619    0.029      -125750    0 
170900:    1.00    0.950    0.041      -125757    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
171000:    1.00    1.303    0.038      -125748    0 
171100:    1.00    1.023    0.035      -125758    0 
171200:    1.00    1.125    0.027      -125761    0 
171300:    1.00    1.301    0.028      -125762    0 
171400:    1.00    1.626    0.030      -125756    0 
171500:    1.00    1.836    0.026      -125766    0 
171600:    1.00    1.992    0.029      -125761    0 
171700:    1.00    2.082    0.031      -125762    0 
171800:    1.00    1.865    0.032      -125750    0 
171900:    1.00    2.193    0.051      -125766    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
172000:    1.00    2.254    0.036      -125775    0 
172100:    1.00    2.005    0.038      -125755    0 
172200:    1.00    1.846    0.032      -125777    0 
172300:    1.00    2.182    0.038      -125764    0 
172400:    1.00    1.935    0.027      -125773    0 
172500:    1.00    1.976    0.022      -125757    0 
172600:    1.00    1.824    0.021      -125755    0 
172700:    1.00    1.568    0.018      -125768    0 
172800:    1.00    1.200    0.018      -125764    0 
172900:    1.00    1.126    0.016      -125769    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
173000:    1.00    1.390    0.017      -125773    0 
173100:    1.00    1.239    0.022      -125751    0 
173200:    1.00    1.204    0.021      -125771    0 
173300:    1.00    0.855    0.028      -125758    0 
173400:    1.00    0.782    0.032      -125765    0 
173500:    1.00    0.513    0.031      -125758    0 
173600:    1.00    0.351    0.033      -125771    0 
173700:    1.00    0.552    0.033      -125775    0 
173800:    1.00    0.264    0.038      -125778    0 
173900:    1.00    0.429    0.040      -125774    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
174000:    1.00    0.374    0.032      -125766    0 
174100:    1.00    0.252    0.033      -125758    0 
174200:    1.00    0.610    0.034      -125754    0 
174300:    1.00    0.786    0.033      -125764    0 
174400:    1.00    0.815    0.034      -125769    0 
174500:    1.00    0.834    0.036      -125757    0 
174600:    1.00    0.751    0.036      -125768    0 
174700:    1.00    0.546    0.031      -125776    0 
174800:    1.00    0.298    0.032      -125750    0 
174900:    1.00    0.105    0.026      -125744    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
175000:    1.00    0.535    0.029      -125756    0 
175100:    1.00    0.757    0.025      -125755    0 
175200:    1.00    0.907    0.023      -125762    0 
175300:    1.00    0.697    0.023      -125758    0 
175400:    1.00    0.616    0.026      -125765    0 
175500:    1.00    0.796    0.034      -125764    0 
175600:    1.00    0.481    0.028      -125764    0 
175700:    1.00    0.351    0.034      -125777    0 
175800:    1.00    0.188    0.029      -125757    0 
175900:    1.00    0.192    0.026      -125769    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
176000:    1.00    0.404    0.032      -125758    0 
176100:    1.00    0.073    0.030      -125778    0 
176200:    1.00    0.434    0.026      -125766    0 
176300:    1.00    0.216    0.030      -125751    0 
176400:    1.00    0.297    0.034      -125764    0 
176500:    1.00    0.778    0.033      -125742    0 
176600:    1.00    0.711    0.027      -125763    0 
176700:    1.00    0.349    0.031      -125790    0 
176800:    1.00    0.124    0.033      -125765    0 
176900:    1.00    0.148    0.035      -125767    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
177000:    1.00    0.174    0.031      -125759    0 
177100:    1.00    0.047    0.026      -125763    0 
177200:    1.00    0.170    0.026      -125762    0 
177300:    1.00    0.012    0.029      -125751    0 
177400:    1.00    0.130    0.030      -125770    0 
177500:    1.00    0.163    0.035      -125784    0 
177600:    1.00    0.276    0.035      -125761    0 
177700:    1.00    0.207    0.039      -125764    0 
177800:    1.00    0.057    0.039      -125744    0 
177900:    1.00    0.429    0.045      -125762    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
178000:    1.00    0.511    0.038      -125757    0 
178100:    1.00    0.606    0.034      -125763    0 
178200:    1.00    0.331    0.035      -125773    0 
178300:    1.00    0.644    0.031      -125777    0 
178400:    1.00    0.369    0.037      -125767    0 
178500:    1.00    0.352    0.028      -125757    0 
178600:    1.00    0.568    0.022      -125758    0 
178700:    1.00    0.221    0.024      -125782    0 
178800:    1.00    0.247    0.028      -125742    0 
178900:    1.00    0.264    0.029      -125769    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
179000:    1.00    0.259    0.033      -125757    0 
179100:    1.00    0.411    0.046      -125779    0 
179200:    1.00    0.543    0.043      -125747    0 
179300:    1.00    0.659    0.037      -125774    0 
179400:    1.00    0.544    0.036      -125753    0 
179500:    1.00    0.343    0.031      -125766    0 
179600:    1.00    0.176    0.030      -125753    0 
179700:    1.00    0.178    0.031      -125772    0 
179800:    1.00    0.168    0.030      -125754    0 
179900:    1.00    0.293    0.029      -125764    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
180000:    1.00    0.276    0.023      -125763    0 
180100:    1.00    0.048    0.025      -125763    0 
180200:    1.00    0.177    0.023      -125754    0 
180300:    1.00    0.272    0.022      -125760    0 
180400:    1.00    0.016    0.020      -125762    0 
180500:    1.00    0.012    0.029      -125763    0 
180600:    1.00    0.206    0.029      -125788    0 
180700:    1.00    0.066    0.026      -125762    0 
180800:    1.00    0.014    0.029      -125762    0 
180900:    1.00    0.609    0.029      -125775    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
181000:    1.00    0.225    0.031      -125786    0 
181100:    1.00    0.302    0.031      -125777    0 
181200:    1.00    0.093    0.022      -125772    0 
181300:    1.00    0.135    0.032      -125776    0 
181400:    1.00    0.125    0.034      -125767    0 
181500:    1.00    0.262    0.029      -125771    0 
181600:    1.00    0.491    0.024      -125764    0 
181700:    1.00    0.470    0.021      -125760    0 
181800:    1.00    0.447    0.018      -125744    0 
181900:    1.00    0.625    0.018      -125753    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
182000:    1.00    0.800    0.022      -125762    0 
182100:    1.00    0.567    0.035      -125760    0 
182200:    1.00    0.724    0.031      -125776    0 
182300:    1.00    0.742    0.023      -125765    0 
182400:    1.00    0.728    0.031      -125770    0 
182500:    1.00    0.985    0.024      -125756    0 
182600:    1.00    0.762    0.025      -125760    0 
182700:    1.00    0.292    0.022      -125765    0 
182800:    1.00    0.389    0.037      -125750    0 
182900:    1.00    0.389    0.030      -125763    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
183000:    1.00    0.410    0.023      -125769    0 
183100:    1.00    0.343    0.024      -125772    0 
183200:    1.00    0.284    0.027      -125762    0 
183300:    1.00    0.473    0.025      -125755    0 
183400:    1.00    0.007    0.027      -125754    0 
183500:    1.00    0.284    0.030      -125759    0 
183600:    1.00    0.721    0.039      -125771    0 
183700:    1.00    0.288    0.031      -125769    0 
183800:    1.00    0.308    0.031      -125768    0 
183900:    1.00    0.338    0.035      -125756    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
184000:    1.00    0.497    0.033      -125760    0 
184100:    1.00    0.602    0.028      -125778    0 
184200:    1.00    0.694    0.028      -125770    0 
184300:    1.00    0.943    0.027      -125759    0 
184400:    1.00    1.026    0.029      -125765    0 
184500:    1.00    0.597    0.030      -125761    0 
184600:    1.00    0.581    0.025      -125769    0 
184700:    1.00    0.421    0.038      -125760    0 
184800:    1.00    0.748    0.035      -125744    0 
184900:    1.00    0.523    0.037      -125750    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
185000:    1.00    0.184    0.037      -125763    0 
185100:    1.00    0.084    0.031      -125770    0 
185200:    1.00    0.038    0.021      -125773    0 
185300:    1.00    0.381    0.020      -125746    0 
185400:    1.00    0.612    0.030      -125778    0 
185500:    1.00    0.250    0.022      -125779    0 
185600:    1.00    0.036    0.028      -125767    0 
185700:    1.00    0.157    0.036      -125773    0 
185800:    1.00    0.075    0.032      -125780    0 
185900:    1.00    0.092    0.027      -125762    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
186000:    1.00    0.168    0.030      -125755    0 
186100:    1.00    0.370    0.028      -125759    0 
186200:    1.00    0.046    0.028      -125762    0 
186300:    1.00    0.004    0.028      -125746    0 
186400:    1.00    0.133    0.026      -125768    0 
186500:    1.00    0.235    0.033      -125754    0 
186600:    1.00    0.412    0.032      -125768    0 
186700:    1.00    0.416    0.027      -125767    0 
186800:    1.00    0.616    0.034      -125756    0 
186900:    1.00    0.099    0.029      -125751    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
187000:    1.00    0.049    0.028      -125784    0 
187100:    1.00    0.460    0.030      -125765    0 
187200:    1.00    0.235    0.024      -125761    0 
187300:    1.00    0.380    0.026      -125737    0 
187400:    1.00    0.662    0.032      -125765    0 
187500:    1.00    0.644    0.028      -125758    0 
187600:    1.00    0.387    0.028      -125754    0 
187700:    1.00    0.458    0.032      -125760    0 
187800:    1.00    0.696    0.041      -125785    0 
187900:    1.00    0.681    0.029      -125755    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
188000:    1.00    0.619    0.035      -125769    0 
188100:    1.00    1.045    0.033      -125764    0 
188200:    1.00    1.301    0.032      -125761    0 
188300:    1.00    1.551    0.033      -125754    0 
188400:    1.00    1.583    0.032      -125756    0 
188500:    1.00    1.808    0.031      -125766    0 
188600:    1.00    1.454    0.036      -125780    0 
188700:    1.00    1.469    0.027      -125766    0 
188800:    1.00    1.353    0.027      -125765    0 
188900:    1.00    1.196    0.023      -125776    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
189000:    1.00    1.179    0.030      -125777    0 
189100:    1.00    1.855    0.033      -125767    0 
189200:    1.00    2.188    0.028      -125747    0 
189300:    1.00    1.886    0.023      -125765    0 
189400:    1.00    1.473    0.027      -125773    0 
189500:    1.00    1.235    0.021      -125763    0 
189600:    1.00    0.832    0.023      -125758    0 
189700:    1.00    0.834    0.024      -125791    0 
189800:    1.00    0.836    0.021      -125760    0 
189900:    1.00    0.796    0.031      -125748    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
190000:    1.00    1.124    0.020      -125763    0 
190100:    1.00    0.887    0.021      -125755    0 
190200:    1.00    0.962    0.025      -125746    0 
190300:    1.00    0.907    0.026      -125761    0 
190400:    1.00    0.739    0.028      -125777    0 
190500:    1.00    0.757    0.033      -125750    0 
190600:    1.00    0.915    0.035      -125761    0 
190700:    1.00    0.465    0.026      -125750    0 
190800:    1.00    0.400    0.028      -125761    0 
190900:    1.00    0.079    0.032      -125761    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
191000:    1.00    0.016    0.036      -125753    0 
191100:    1.00    0.074    0.032      -125767    0 
191200:    1.00    0.282    0.033      -125755    0 
191300:    1.00    0.455    0.040      -125774    0 
191400:    1.00    0.588    0.036      -125760    0 
191500:    1.00    0.509    0.039      -125771    0 
191600:    1.00    1.037    0.038      -125770    0 
191700:    1.00    0.808    0.048      -125758    0 
191800:    1.00    0.521    0.034      -125758    0 
191900:    1.00    0.501    0.032      -125764    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
192000:    1.00    0.625    0.024      -125770    0 
192100:    1.00    0.281    0.034      -125754    0 
192200:    1.00    0.176    0.034      -125769    0 
192300:    1.00    0.263    0.040      -125745    0 
192400:    1.00    0.672    0.039      -125758    0 
192500:    1.00    0.731    0.035      -125763    0 
192600:    1.00    0.875    0.043      -125751    0 
192700:    1.00    1.321    0.039      -125764    0 
192800:    1.00    1.331    0.031      -125763    0 
192900:    1.00    1.295    0.035      -125773    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
193000:    1.00    1.230    0.027      -125758    0 
193100:    1.00    1.439    0.033      -125765    0 
193200:    1.00    1.750    0.028      -125760    0 
193300:    1.00    1.998    0.022      -125762    0 
193400:    1.00    2.072    0.023      -125756    0 
193500:    1.00    2.258    0.029      -125744    0 
193600:    1.00    2.229    0.026      -125757    0 
193700:    1.00    2.421    0.024      -125767    0 
193800:    1.00    2.317    0.020      -125762    0 
193900:    1.00    2.535    0.025      -125759    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
194000:    1.00    2.768    0.029      -125772    0 
194100:    1.00    2.726    0.023      -125760    0 
194200:    1.00    2.747    0.020      -125759    0 
194300:    1.00    2.687    0.027      -125764    0 
194400:    1.00    3.057    0.030      -125757    0 
194500:    1.00    2.883    0.028      -125757    0 
194600:    1.00    3.056    0.027      -125769    0 
194700:    1.00    3.229    0.027      -125777    0 
194800:    1.00    2.772    0.033      -125774    0 
194900:    1.00    2.806    0.027      -125775    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
195000:    1.00    2.417    0.041      -125772    0 
195100:    1.00    2.343    0.039      -125750    0 
195200:    1.00    2.398    0.031      -125765    0 
195300:    1.00    2.181    0.026      -125773    0 
195400:    1.00    2.081    0.029      -125755    0 
195500:    1.00    2.215    0.036      -125763    0 
195600:    1.00    2.300    0.036      -125750    0 
195700:    1.00    2.379    0.037      -125756    0 
195800:    1.00    2.429    0.030      -125765    0 
195900:    1.00    2.458    0.032      -125765    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
196000:    1.00    2.541    0.034      -125752    0 
196100:    1.00    2.192    0.033      -125775    0 
196200:    1.00    1.858    0.020      -125765    0 
196300:    1.00    1.971    0.025      -125765    0 
196400:    1.00    1.549    0.031      -125773    0 
196500:    1.00    1.485    0.031      -125753    0 
196600:    1.00    1.416    0.028      -125768    0 
196700:    1.00    1.059    0.029      -125775    0 
196800:    1.00    0.898    0.034      -125771    0 
196900:    1.00    1.204    0.037      -125774    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
197000:    1.00    0.834    0.030      -125784    0 
197100:    1.00    0.614    0.036      -125763    0 
197200:    1.00    0.699    0.043      -125746    0 
197300:    1.00    0.625    0.030      -125764    0 
197400:    1.00    0.921    0.034      -125801    0 
197500:    1.00    0.700    0.036      -125758    0 
197600:    1.00    0.493    0.029      -125776    0 
197700:    1.00    0.620    0.025      -125767    0 
197800:    1.00    0.679    0.019      -125786    0 
197900:    1.00    1.009    0.018      -125737    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
198000:    1.00    0.657    0.019      -125788    0 
198100:    1.00    0.476    0.027      -125761    0 
198200:    1.00    0.796    0.026      -125758    0 
198300:    1.00    0.499    0.027      -125768    0 
198400:    1.00    0.237    0.034      -125757    0 
198500:    1.00    0.139    0.025      -125770    0 
198600:    1.00    0.357    0.025      -125754    0 
198700:    1.00    0.623    0.023      -125765    0 
198800:    1.00    0.456    0.021      -125745    0 
198900:    1.00    0.619    0.024      -125764    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
199000:    1.00    0.852    0.032      -125771    0 
199100:    1.00    1.035    0.031      -125764    0 
199200:    1.00    1.155    0.035      -125768    0 
199300:    1.00    1.118    0.038      -125756    0 
199400:    1.00    0.843    0.040      -125761    0 
199500:    1.00    1.076    0.045      -125767    0 
199600:    1.00    0.943    0.031      -125770    0 
199700:    1.00    0.850    0.040      -125766    0 
199800:    1.00    0.896    0.036      -125754    0 
199900:    1.00    0.956    0.032      -125772    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
200000:    1.00    0.662    0.027      -125747    0 
200100:    1.00    0.753    0.030      -125767    0 
200200:    1.00    0.499    0.029      -125762    0 
200300:    1.00    0.407    0.038      -125759    0 
200400:    1.00    0.415    0.046      -125760    0 
200500:    1.00    0.209    0.031      -125782    0 
200600:    1.00    0.443    0.035      -125749    0 
200700:    1.00    0.544    0.036      -125764    0 
200800:    1.00    0.461    0.032      -125762    0 
200900:    1.00    0.592    0.027      -125782    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
201000:    1.00    0.488    0.024      -125776    0 
201100:    1.00    0.407    0.024      -125766    0 
201200:    1.00    0.041    0.024      -125766    0 
201300:    1.00    0.331    0.028      -125772    0 
201400:    1.00    0.302    0.044      -125760    0 
201500:    1.00    0.406    0.034      -125766    0 
201600:    1.00    0.101    0.028      -125752    0 
201700:    1.00    0.128    0.030      -125765    0 
201800:    1.00    0.116    0.031      -125745    0 
201900:    1.00    0.142    0.030      -125767    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
202000:    1.00    0.382    0.026      -125754    0 
202100:    1.00    0.347    0.024      -125778    0 
202200:    1.00    0.050    0.027      -125760    0 
202300:    1.00    0.155    0.033      -125764    0 
202400:    1.00    0.278    0.027      -125767    0 
202500:    1.00    0.071    0.029      -125774    0 
202600:    1.00    0.019    0.032      -125767    0 
202700:    1.00    0.550    0.025      -125760    0 
202800:    1.00    0.261    0.029      -125757    0 
202900:    1.00    0.115    0.038      -125756    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
203000:    1.00    0.129    0.036      -125770    0 
203100:    1.00    0.896    0.033      -125748    0 
203200:    1.00    0.816    0.040      -125744    0 
203300:    1.00    0.614    0.039      -125767    0 
203400:    1.00    0.244    0.036      -125780    0 
203500:    1.00    0.439    0.039      -125765    0 
203600:    1.00    0.302    0.040      -125777    0 
203700:    1.00    0.858    0.032      -125774    0 
203800:    1.00    0.737    0.030      -125767    0 
203900:    1.00    0.781    0.030      -125752    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
204000:    1.00    0.602    0.031      -125775    0 
204100:    1.00    0.557    0.034      -125771    0 
204200:    1.00    0.916    0.029      -125754    0 
204300:    1.00    1.077    0.030      -125760    0 
204400:    1.00    1.020    0.033      -125775    0 
204500:    1.00    1.281    0.029      -125762    0 
204600:    1.00    1.377    0.029      -125754    0 
204700:    1.00    1.740    0.031      -125785    0 
204800:    1.00    1.595    0.024      -125783    0 
204900:    1.00    1.672    0.024      -125746    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
205000:    1.00    1.621    0.025      -125762    0 
205100:    1.00    1.433    0.026      -125757    0 
205200:    1.00    1.617    0.023      -125769    0 
205300:    1.00    1.805    0.026      -125780    0 
205400:    1.00    1.952    0.029      -125767    0 
205500:    1.00    2.406    0.036      -125749    0 
205600:    1.00    2.116    0.035      -125788    0 
205700:    1.00    1.740    0.034      -125762    0 
205800:    1.00    1.805    0.038      -125752    0 
205900:    1.00    1.553    0.036      -125772    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
206000:    1.00    1.490    0.041      -125775    0 
206100:    1.00    1.337    0.031      -125765    0 
206200:    1.00    1.113    0.025      -125756    0 
206300:    1.00    0.862    0.031      -125764    0 
206400:    1.00    0.800    0.030      -125747    0 
206500:    1.00    0.896    0.034      -125754    0 
206600:    1.00    1.013    0.041      -125779    0 
206700:    1.00    1.093    0.030      -125741    0 
206800:    1.00    1.240    0.040      -125766    0 
206900:    1.00    1.188    0.028      -125763    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
207000:    1.00    1.215    0.036      -125778    0 
207100:    1.00    1.366    0.030      -125785    0 
207200:    1.00    1.481    0.034      -125765    0 
207300:    1.00    1.195    0.038      -125758    0 
207400:    1.00    0.822    0.031      -125755    0 
207500:    1.00    0.820    0.038      -125771    0 
207600:    1.00    0.540    0.032      -125772    0 
207700:    1.00    0.809    0.039      -125773    0 
207800:    1.00    0.926    0.036      -125768    0 
207900:    1.00    0.839    0.046      -125767    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
208000:    1.00    0.975    0.035      -125764    0 
208100:    1.00    0.669    0.040      -125767    0 
208200:    1.00    0.868    0.038      -125749    0 
208300:    1.00    0.543    0.034      -125762    0 
208400:    1.00    0.449    0.028      -125766    0 
208500:    1.00    0.220    0.030      -125767    0 
208600:    1.00    0.036    0.029      -125756    0 
208700:    1.00    0.048    0.036      -125748    0 
208800:    1.00    0.076    0.027      -125782    0 
208900:    1.00    0.178    0.026      -125767    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
209000:    1.00    0.231    0.036      -125755    0 
209100:    1.00    0.000    0.033      -125769    0 
209200:    1.00    0.216    0.036      -125765    0 
209300:    1.00    0.050    0.032      -125767    0 
209400:    1.00    0.040    0.037      -125750    0 
209500:    1.00    0.212    0.035      -125759    0 
209600:    1.00    0.428    0.038      -125769    0 
209700:    1.00    0.584    0.036      -125784    0 
209800:    1.00    0.649    0.032      -125777    0 
209900:    1.00    0.586    0.035      -125756    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
210000:    1.00    0.462    0.038      -125738    0 
210100:    1.00    0.401    0.033      -125750    0 
210200:    1.00    0.404    0.033      -125768    0 
210300:    1.00    0.316    0.029      -125758    0 
210400:    1.00    0.438    0.029      -125771    0 
210500:    1.00    0.686    0.031      -125780    0 
210600:    1.00    1.131    0.029      -125781    0 
210700:    1.00    0.958    0.028      -125761    0 
210800:    1.00    0.711    0.033      -125753    0 
210900:    1.00    0.600    0.025      -125752    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
211000:    1.00    0.521    0.029      -125767    0 
211100:    1.00    0.676    0.033      -125758    0 
211200:    1.00    0.933    0.038      -125767    0 
211300:    1.00    1.048    0.035      -125760    0 
211400:    1.00    0.944    0.033      -125753    0 
211500:    1.00    0.612    0.028      -125763    0 
211600:    1.00    0.662    0.026      -125766    0 
211700:    1.00    1.199    0.033      -125764    0 
211800:    1.00    0.932    0.039      -125765    0 
211900:    1.00    1.113    0.044      -125795    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
212000:    1.00    1.160    0.044      -125762    0 
212100:    1.00    1.434    0.037      -125760    0 
212200:    1.00    1.246    0.030      -125746    0 
212300:    1.00    1.671    0.035      -125752    0 
212400:    1.00    1.316    0.030      -125752    0 
212500:    1.00    1.676    0.024      -125766    0 
212600:    1.00    1.154    0.035      -125773    0 
212700:    1.00    0.904    0.036      -125789    0 
212800:    1.00    0.929    0.041      -125775    0 
212900:    1.00    0.578    0.041      -125744    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
213000:    1.00    0.288    0.035      -125772    0 
213100:    1.00    0.133    0.036      -125775    0 
213200:    1.00    0.053    0.034      -125767    0 
213300:    1.00    0.254    0.032      -125764    0 
213400:    1.00    0.543    0.043      -125771    0 
213500:    1.00    1.206    0.030      -125784    0 
213600:    1.00    1.364    0.033      -125759    0 
213700:    1.00    1.104    0.033      -125764    0 
213800:    1.00    0.861    0.030      -125738    0 
213900:    1.00    1.427    0.033      -125758    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
214000:    1.00    1.852    0.030      -125778    0 
214100:    1.00    1.907    0.026      -125760    0 
214200:    1.00    1.960    0.023      -125756    0 
214300:    1.00    1.651    0.034      -125764    0 
214400:    1.00    1.701    0.031      -125782    0 
214500:    1.00    1.879    0.022      -125776    0 
214600:    1.00    1.874    0.022      -125758    0 
214700:    1.00    2.156    0.027      -125768    0 
214800:    1.00    1.910    0.019      -125776    0 
214900:    1.00    1.965    0.026      -125764    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
215000:    1.00    1.981    0.033      -125746    0 
215100:    1.00    2.333    0.023      -125751    0 
215200:    1.00    2.056    0.031      -125772    0 
215300:    1.00    2.217    0.035      -125761    0 
215400:    1.00    2.428    0.027      -125756    0 
215500:    1.00    2.505    0.026      -125777    0 
215600:    1.00    1.798    0.025      -125757    0 
215700:    1.00    1.449    0.028      -125769    0 
215800:    1.00    1.271    0.029      -125764    0 
215900:    1.00    0.932    0.027      -125755    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
216000:    1.00    0.793    0.039      -125764    0 
216100:    1.00    0.903    0.036      -125754    0 
216200:    1.00    0.787    0.028      -125757    0 
216300:    1.00    0.588    0.034      -125759    0 
216400:    1.00    0.455    0.031      -125767    0 
216500:    1.00    0.504    0.030      -125771    0 
216600:    1.00    0.216    0.032      -125757    0 
216700:    1.00    0.510    0.033      -125762    0 
216800:    1.00    0.314    0.028      -125759    0 
216900:    1.00    0.175    0.029      -125755    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
217000:    1.00    0.157    0.031      -125775    0 
217100:    1.00    0.043    0.027      -125773    0 
217200:    1.00    0.507    0.026      -125761    0 
217300:    1.00    1.062    0.036      -125751    0 
217400:    1.00    1.522    0.034      -125765    0 
217500:    1.00    2.057    0.044      -125760    0 
217600:    1.00    1.773    0.027      -125761    0 
217700:    1.00    2.370    0.040      -125769    0 
217800:    1.00    2.451    0.039      -125773    0 
217900:    1.00    2.800    0.036      -125782    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
218000:    1.00    3.064    0.034      -125775    0 
218100:    1.00    3.294    0.038      -125751    0 
218200:    1.00    3.184    0.037      -125763    0 
218300:    1.00    3.506    0.030      -125750    0 
218400:    1.00    3.635    0.027      -125759    0 
218500:    1.00    3.384    0.033      -125767    0 
218600:    1.00    3.182    0.026      -125731    0 
218700:    1.00    3.046    0.027      -125750    0 
218800:    1.00    3.023    0.024      -125756    0 
218900:    1.00    2.776    0.027      -125750    0 

  Rep#:   Lambda   Alpha      F1       Ln Like  Est Ln P(D)
219000:    1.00    2.753    0.028      -125771    0 
219100:    1.00    2.347    0.038      -125783    0 
219200:    1.00    2.350    0.027      -125753    0 
219300:    1.00    2.336    0.037      -125767    0 
219400:    1.00    2.066    0.046      -125767    0 
219500:    1.00    2.124    0.034      -125766    0 
219600:    1.00    2.283    0.046      -125767    0 
219700:    1.00    2.128    0.043      -125741    0 
219800:    1.00    2.091    0.032      -125765    0 
219900:    1.00    2.205    0.036      -125766    0 

